name,upperLength,clothesStyles,hairStyles,upperBlack,upperBrown,upperBlue,upperGreen,upperGray,upperOrange,upperPink,upperPurple,upperRed,upperWhite,upperYellow
img_qh_train1A_00029002247.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_00030000665.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00031000746.jpg,ShortSleeve,Solidcolor,middle,,,,,,1,,,,,
img_qh_train1A_00032008140.jpg,LongSleeve,Solidcolor,Short,,,,,,,,1,,,
img_qh_train1A_00033004859.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00034007777.jpg,LongSleeve,lattice,Long,0.1,,,,,,,,0.5,0.4,
img_qh_train1A_00035001445.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_train1A_00036008927.jpg,ShortSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00037008519.jpg,LongSleeve,multicolour,Short,0.8,,,,,,,,,0.2,
img_qh_train1A_00038007113.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00039002977.jpg,ShortSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_00040003007.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_00041009152.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_train1A_00042003096.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00043007718.jpg,LongSleeve,multicolour,Long,0.2,,,,0.2,,,,,0.6,
img_qh_train1A_00044009202.jpg,LongSleeve,multicolour,Short,,0.8,,,,,0.2,,,,
img_qh_train1A_00045001351.jpg,LongSleeve,multicolour,Short,0.5,,,,,,,,,,0.5
img_qh_train1A_00046002621.jpg,ShortSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00047004517.jpg,LongSleeve,Solidcolor,middle,,,,,1,,,,,,
img_qh_train1A_00048004512.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00049002952.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_train1A_00050001862.jpg,LongSleeve,multicolour,Short,0.2,,,0.8,,,,,,,
img_qh_train1A_00051002301.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00052008765.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00053008160.jpg,LongSleeve,lattice,Short,0.4,,0.3,,,,,,,,0.3
img_qh_train1A_00054003700.jpg,ShortSleeve,multicolour,Short,0.5,,,,,,,,,0.5,
img_qh_train1A_00055002107.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,1,,
img_qh_train1A_00056001329.jpg,ShortSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00057009461.jpg,LongSleeve,Solidcolor,middle,,,,1,,,,,,,
img_qh_train1A_00058000522.jpg,LongSleeve,multicolour,Short,0.4,,0.6,,,,,,,,
img_qh_train1A_00059004810.jpg,LongSleeve,multicolour,Short,0.7,,,,,,,,,0.1,0.2
img_qh_train1A_00060000215.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00061000843.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00062001845.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00063001545.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00064009897.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_train1A_00065008203.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00066004712.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00067009428.jpg,ShortSleeve,multicolour,Long,0.2,,,,,,,,,0.8,
img_qh_train1A_00068000735.jpg,LongSleeve,multicolour,Short,,,,,,,,,0.7,0.3,
img_qh_train1A_00069009401.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_train1A_00070003480.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_train1A_00071008427.jpg,ShortSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_train1A_00072006474.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00073003594.jpg,LongSleeve,Solidcolor,middle,,,,,,,1,,,,
img_qh_train1A_00074000670.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00075008505.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,1,,
img_qh_train1A_00076006329.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00077005525.jpg,LongSleeve,lattice,Short,0.5,,,,,,,,,0.5,
img_qh_train1A_00078005210.jpg,LongSleeve,multicolour,Short,,,0.4,,0.6,,,,,,
img_qh_train1A_00079001777.jpg,NoSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_train1A_00080007017.jpg,LongSleeve,multicolour,Long,,,,0.7,,,,,,0.1,0.2
img_qh_train1A_00081008994.jpg,LongSleeve,multicolour,Long,0.2,,,,0.8,,,,,,
img_qh_train1A_00082004085.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00083009345.jpg,LongSleeve,multicolour,Short,0.3,,,,0.7,,,,,,
img_qh_train1A_00084007352.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_train1A_00085000932.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00086000997.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00087004369.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00088006751.jpg,LongSleeve,multicolour,Short,,,0.7,,,,,0.3,,,
img_qh_train1A_00089007614.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00090004326.jpg,LongSleeve,multicolour,Long,,0.6,,,,,,,,0.4,
img_qh_train1A_00091008120.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00092004023.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00093007340.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00094006431.jpg,LongSleeve,Solidcolor,middle,,,,,1,,,,,,
img_qh_train1A_00095000216.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00096008376.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00097009986.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00098002553.jpg,LongSleeve,multicolour,Long,0.4,,,,,,,,,0.6,
img_qh_train1A_00099000654.jpg,LongSleeve,multicolour,Short,0.4,,,,,,,,0.5,0.1,
img_qh_train1A_00100003342.jpg,LongSleeve,multicolour,Short,0.2,,,,0.1,,,,,0.7,
img_qh_train1A_00101005149.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00102009224.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00103002110.jpg,LongSleeve,multicolour,Short,0.7,,,,0.3,,,,,,
img_qh_train1A_00104004552.jpg,LongSleeve,multicolour,Short,0.2,,,,,,,,,0.8,
img_qh_train1A_00105002578.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00106001954.jpg,ShortSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00107004738.jpg,LongSleeve,multicolour,Long,0.4,0.6,,,,,,,,,
img_qh_train1A_00108006163.jpg,LongSleeve,multicolour,Short,0.5,,,,,,,,,0.5,
img_qh_train1A_00109008606.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00110003891.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00111006740.jpg,ShortSleeve,Solidcolor,Bald,,,1,,,,,,,,
img_qh_train1A_00112000062.jpg,ShortSleeve,Solidcolor,Short,,,,,,,1,,,,
img_qh_train1A_00113005657.jpg,LongSleeve,multicolour,Long,,,0.5,,,,,,,0.5,
img_qh_train1A_00114002670.jpg,ShortSleeve,multicolour,Short,0.8,,,,,,,,,0.2,
img_qh_train1A_00115002584.jpg,LongSleeve,Solidcolor,middle,,,,,1,,,,,,
img_qh_train1A_00116009760.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00117009870.jpg,LongSleeve,Solidcolor,Short,,,,,,1,,,,,
img_qh_train1A_00118002139.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_00119001708.jpg,LongSleeve,multicolour,Long,,,0.3,0.3,,,,,,0.4,
img_qh_train1A_00120006545.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00121002748.jpg,LongSleeve,Solidcolor,Long,,,,,,,,1,,,
img_qh_train1A_00122005909.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00123003832.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_train1A_00124008030.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00125009526.jpg,LongSleeve,multicolour,Short,,,,,,,,0.4,,,0.6
img_qh_train1A_00126001224.jpg,LongSleeve,Solidcolor,middle,,,1,,,,,,,,
img_qh_train1A_00127008185.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00128006364.jpg,LongSleeve,multicolour,Long,0.8,,,,0.2,,,,,,
img_qh_train1A_00129005035.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00130001851.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00131000771.jpg,ShortSleeve,multicolour,Long,0.1,,,,0.8,,,,,0.1,
img_qh_train1A_00132007776.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00133002130.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00134008397.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00135001660.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_train1A_00136004575.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,,,1
img_qh_train1A_00137001205.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,1,,
img_qh_train1A_00138004686.jpg,LongSleeve,multicolour,Short,,,0.7,,,,,,,0.3,
img_qh_train1A_00139007256.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00140008664.jpg,LongSleeve,Solidcolor,middle,,,,1,,,,,,,
img_qh_train1A_00141008074.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00142002151.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00143007920.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00144002070.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_00145000182.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00146004353.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00147005233.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00148006719.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00149002213.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00150002208.jpg,LongSleeve,Solidcolor,Long,,,,,,,,1,,,
img_qh_train1A_00151002886.jpg,LongSleeve,multicolour,Long,0.2,,0.8,,,,,,,,
img_qh_train1A_00152001687.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00153005288.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_00154008790.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00155001031.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00156001182.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00157001705.jpg,LongSleeve,multicolour,Short,0.8,,,,0.2,,,,,,
img_qh_train1A_00158002895.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00159009109.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00160000281.jpg,LongSleeve,lattice,Short,,,0.8,,0.2,,,,,,
img_qh_train1A_00161008597.jpg,LongSleeve,Solidcolor,middle,,,,1,,,,,,,
img_qh_train1A_00162000859.jpg,LongSleeve,multicolour,Short,0.8,,,,,,,,,0.2,
img_qh_train1A_00163009992.jpg,ShortSleeve,Solidcolor,middle,,,,,1,,,,,,
img_qh_train1A_00164006770.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_00165000878.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00166007454.jpg,LongSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_train1A_00167005721.jpg,LongSleeve,multicolour,Short,0.8,,,,0.2,,,,,,
img_qh_train1A_00168000054.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00169005307.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00170007777.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00171004078.jpg,LongSleeve,multicolour,Long,0.2,,,,,,,,0.6,0.2,
img_qh_train1A_00172004721.jpg,ShortSleeve,lattice,Short,0.5,,,,0.5,,,,,,
img_qh_train1A_00173009088.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_train1A_00174008851.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00175005733.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00176009441.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00177000621.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00178001757.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_00179006513.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00180009703.jpg,LongSleeve,multicolour,Short,,,,,,,,,0.6,0.4,
img_qh_train1A_00181009410.jpg,ShortSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00182004752.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_train1A_00183002323.jpg,LongSleeve,multicolour,Long,,,,0.3,,,,,,0.4,0.3
img_qh_train1A_00184003932.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00185002210.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00186007041.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00187002679.jpg,LongSleeve,Solidcolor,middle,,,,,1,,,,,,
img_qh_train1A_00188007784.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_train1A_00189009762.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00190003459.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00191002451.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_00192000795.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,1,,
img_qh_train1A_00193008687.jpg,LongSleeve,multicolour,Long,0.4,,,,0.6,,,,,,
img_qh_train1A_00194005379.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00195007285.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00196003372.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_00197003445.jpg,LongSleeve,lattice,middle,0.3,,,,,,,,,0.7,
img_qh_train1A_00198002290.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_train1A_00199003248.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00200003767.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00201009162.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00202004445.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00203007709.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00204009205.jpg,LongSleeve,Solidcolor,Short,,,,,,,,1,,,
img_qh_train1A_00205006819.jpg,ShortSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_train1A_00206001527.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00207007315.jpg,LongSleeve,Solidcolor,Long,,,,1,,,,,,,
img_qh_train1A_00208001456.jpg,ShortSleeve,Solidcolor,Short,,,,,,1,,,,,
img_qh_train1A_00209000400.jpg,LongSleeve,Solidcolor,Short,,,1,,,,,,,,
img_qh_train1A_00210002354.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00211009824.jpg,ShortSleeve,multicolour,Short,0.3,,,,,0.7,,,,,
img_qh_train1A_00212007148.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00213006642.jpg,LongSleeve,Solidcolor,Short,,1,,,,,,,,,
img_qh_train1A_00214000406.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00215002444.jpg,LongSleeve,multicolour,Short,0.4,,,,0.6,,,,,,
img_qh_train1A_00216000813.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00217004420.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00218004076.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00219000234.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00220001902.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,1,,
img_qh_train1A_00221007190.jpg,ShortSleeve,multicolour,Short,,,0.8,,,,,,,0.2,
img_qh_train1A_00222007701.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00223004650.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_00224004588.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00225006321.jpg,LongSleeve,multicolour,Short,0.7,,,,,,,,,0.3,
img_qh_train1A_00226002934.jpg,LongSleeve,Solidcolor,Bald,1,,,,,,,,,,
img_qh_train1A_00227003825.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_00228006168.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00229003961.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00230000411.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_train1A_00231000244.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_train1A_00232008590.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_train1A_00233002652.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00234003145.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,1,,
img_qh_train1A_00235008806.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00236008796.jpg,ShortSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_00237008102.jpg,LongSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00238004913.jpg,LongSleeve,multicolour,Short,,,,,,,,,,0.5,0.5
img_qh_train1A_00239004981.jpg,LongSleeve,Solidcolor,Short,,,,,,,,1,,,
img_qh_train1A_00240007736.jpg,ShortSleeve,Solidcolor,middle,,1,,,,,,,,,
img_qh_train1A_00241005365.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00242000747.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00243004262.jpg,LongSleeve,Solidcolor,Short,,,,1,,,,,,,
img_qh_train1A_00244000181.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00245001617.jpg,NoSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00246005437.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00247007376.jpg,LongSleeve,multicolour,Long,,0.4,,,,,0.6,,,,
img_qh_train1A_00248006874.jpg,ShortSleeve,lattice,Long,,,,0.5,0.5,,,,,,
img_qh_train1A_00249002331.jpg,LongSleeve,lattice,Long,0.5,,,,,,,,,0.5,
img_qh_train1A_00250001882.jpg,LongSleeve,lattice,Short,0.4,,,,,,,,,0.6,
img_qh_train1A_00251006109.jpg,LongSleeve,Solidcolor,middle,,,,,,,,,,1,
img_qh_train1A_00252001934.jpg,LongSleeve,Solidcolor,Long,,,,,,,1,,,,
img_qh_train1A_00253000498.jpg,LongSleeve,multicolour,Short,,,,,,,,,0.7,0.3,
img_qh_train1A_00254003343.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_00255005583.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_train1A_00256002496.jpg,LongSleeve,multicolour,Long,0.5,,0.5,,,,,,,,
img_qh_train1A_00257002772.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00258002448.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,1,,
img_qh_train1A_00259005421.jpg,ShortSleeve,Solidcolor,Long,1,,,,,,,,,,
img_qh_train1A_00260002426.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00261006919.jpg,LongSleeve,multicolour,Short,0.4,,,,,,,,,0.6,
img_qh_train1A_00262008375.jpg,LongSleeve,multicolour,middle,0.2,0.8,,,,,,,,,
img_qh_train1A_00263003826.jpg,LongSleeve,Solidcolor,Long,,,,,,,,1,,,
img_qh_train1A_00264006878.jpg,LongSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00265003256.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,1,,
img_qh_train1A_00266006866.jpg,LongSleeve,multicolour,Long,0.4,0.6,,,,,,,,,
img_qh_train1A_00267005150.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00268007079.jpg,ShortSleeve,Solidcolor,Long,,,,,1,,,,,,
img_qh_train1A_00269003806.jpg,LongSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00270000796.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,,1
img_qh_train1A_00271005560.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00272007210.jpg,ShortSleeve,Solidcolor,Short,,,,1,,,,,,,
img_qh_train1A_00273004693.jpg,ShortSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00274004717.jpg,LongSleeve,Solidcolor,Short,,,,,,1,,,,,
img_qh_train1A_00275004461.jpg,LongSleeve,Solidcolor,Long,,,1,,,,,,,,
img_qh_train1A_00276007883.jpg,LongSleeve,Solidcolor,middle,1,,,,,,,,,,
img_qh_train1A_00277007915.jpg,LongSleeve,lattice,Short,0.4,,,,,,,,,0.6,
img_qh_train1A_00278001609.jpg,LongSleeve,Solidcolor,Short,,,,,,,,,,1,
img_qh_train1A_00279008801.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00280008160.jpg,LongSleeve,multicolour,Short,0.4,,0.6,,,,,,,,
img_qh_train1A_00281007794.jpg,LongSleeve,multicolour,Short,0.2,,0.6,,,,,,,0.2,
img_qh_train1A_00282004630.jpg,ShortSleeve,Solidcolor,Short,1,,,,,,,,,,
img_qh_train1A_00283003215.jpg,ShortSleeve,Solidcolor,Long,,,,,,,,,,1,
img_qh_train1A_00284006478.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00285007737.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
img_qh_train1A_00286006548.jpg,LongSleeve,Solidcolor,Short,,,,,1,,,,,,
